OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SHAPE_LENG,Shape__Area,Shape__Length
6141,42,101,037700,2027,421010377002027,Block 2027,G5040, , ,S,3637,0,+39.9802762,-075.1519502,379.18690171,39264.8433837891,1245.02469937424
6142,42,101,014600,2001,421010146002001,Block 2001,G5040, , ,S,10473,0,+39.9757805,-075.1526613,453.25215704,115291.982055664,1491.65318616394
6143,42,101,013900,2021,421010139002021,Block 2021,G5040, , ,S,7612,0,+39.9755862,-075.1692253,452.6582907,82086.7581787109,1485.83046399587
6144,42,101,013900,2003,421010139002003,Block 2003,G5040, , ,S,6449,0,+39.9784488,-075.1687073,403.78778135,69396.0814819336,1324.97771213475
6145,42,101,014800,1001,421010148001001,Block 1001,G5040, , ,S,11733,0,+39.9806349,-075.1668556,480.90554399,126315.17010498,1578.40912177502
6146,42,101,013900,2033,421010139002033,Block 2033,G5040, , ,S,6110,0,+39.9746487,-075.1674619,326.91957113,65702.1491088867,1072.79188421203
6147,42,101,014000,1007,421010140001007,Block 1007,G5040, , ,S,4067,0,+39.9746415,-075.1661441,335.736722,43759.3418579102,1101.77989580575
6148,42,101,015200,4020,421010152004020,Block 4020,G5040, , ,S,3021,0,+39.9814941,-075.1658575,224.48275962,32590.3824462891,737.695353378741
6149,42,101,015300,4005,421010153004005,Block 4005,G5040, , ,S,11681,0,+39.9833331,-075.1638490,476.18780809,125595.857116699,1562.0153913832
6150,42,101,015300,4000,421010153004000,Block 4000,G5040, , ,S,4058,0,+39.9852738,-075.1633508,255.99123745,43699.6776123047,840.232021453561
6151,42,101,015300,2003,421010153002003,Block 2003,G5040, , ,S,6737,0,+39.9845921,-075.1623572,370.43944414,72584.0390014648,1216.45571514541
6152,42,101,014700,2006,421010147002006,Block 2006,G5040, , ,S,11677,0,+39.9802242,-075.1637105,479.41063829,125777.465209961,1573.71061230186
6153,42,101,015300,4016,421010153004016,Block 4016,G5040, , ,S,11485,0,+39.9815322,-075.1618113,472.37739412,123591.045593262,1550.38823390197
6154,42,101,014700,1006,421010147001006,Block 1006,G5040, , ,S,10936,0,+39.9775445,-075.1659174,456.70466724,118106.049804688,1503.27340549066
6155,42,101,014100,2000,421010141002000,Block 2000,G5040, , ,S,26946,0,+39.9715481,-075.1531723,666.19963982,290179.539123535,2187.17572219741
6156,42,101,013900,3006,421010139003006,Block 3006,G5040, , ,S,3738,0,+39.9720249,-075.1683332,325.84115741,40248.6250610352,1069.23903588906
6157,42,101,013900,3005,421010139003005,Block 3005,G5040, , ,S,6884,0,+39.9723721,-075.1682546,373.45766847,74028.6130371094,1225.74822880007
6158,42,101,013500,4007,421010135004007,Block 4007,G5040, , ,S,8396,0,+39.9695821,-075.1692633,383.43239509,90400.3944702148,1258.53743186828
6159,42,101,013500,4004,421010135004004,Block 4004,G5040, , ,S,9552,0,+39.9706416,-075.1682171,413.42528373,102770.006347656,1356.73114557588
6160,42,101,014000,1031,421010140001031,Block 1031,G5040, , ,S,6909,0,+39.9712242,-075.1650965,363.12172187,74399.1824951172,1191.93384320439
6161,42,101,013500,4017,421010135004017,Block 4017,G5040, , ,S,7227,0,+39.9689795,-075.1662693,355.52777217,77739.5143432617,1166.21873462947
6162,42,101,013500,4013,421010135004013,Block 4013,G5040, , ,S,3933,0,+39.9699580,-075.1662059,252.89709935,42250.2124633789,829.263729696169
6163,42,101,014600,1015,421010146001015,Block 1015,G5040, , ,S,10537,0,+39.9760583,-075.1550197,472.08590725,113515.879577637,1549.59978367464
6164,42,101,014600,3004,421010146003004,Block 3004,G5040, , ,S,9905,0,+39.9735707,-075.1563258,449.52162126,106681.830932617,1475.65573772795
6165,42,101,037700,1005,421010377001005,Block 1005,G5040, , ,S,12410,0,+39.9848395,-075.1514824,500.43610518,133537.13873291,1642.2929652286
6166,42,101,037700,1028,421010377001028,Block 1028,G5040, , ,S,2568,0,+39.9847449,-075.1490727,211.5548289,27661.3175048828,694.694841801857
6167,42,101,037700,2019,421010377002019,Block 2019,G5040, , ,S,10815,0,+39.9799457,-075.1492941,465.87534627,116588.893798828,1529.39892490607
6168,42,101,014600,1012,421010146001012,Block 1012,G5040, , ,S,10819,0,+39.9771846,-075.1515507,463.41334679,116398.689453125,1520.85342542582
6169,42,101,014500,1007,421010145001007,Block 1007,G5040, , ,S,3553,0,+39.9788106,-075.1505821,284.79365328,38291.1719970703,935.422072242
6170,42,101,014500,1017,421010145001017,Block 1017,G5040, , ,S,12303,0,+39.9741250,-075.1506381,467.68433057,132343.951171875,1534.77761748058
6171,42,101,014500,2007,421010145002007,Block 2007,G5040, , ,S,12968,0,+39.9740090,-075.1496925,476.66256755,139606.159362793,1564.47116977985
6172,42,101,014100,2010,421010141002010,Block 2010,G5040, , ,S,8359,0,+39.9713613,-075.1564334,393.73824448,89980.544921875,1291.86637343038
6173,42,101,014100,2012,421010141002012,Block 2012,G5040, , ,S,4305,0,+39.9720382,-075.1549326,279.00294353,46387.4270019531,916.232992402236
6174,42,101,015200,4014,421010152004014,Block 4014,G5040, , ,S,6706,0,+39.9823435,-075.1680934,414.17131397,72169.0693359375,1359.15302795142
6175,42,101,013500,4015,421010135004015,Block 4015,G5040, , ,S,9567,0,+39.9698269,-075.1646894,394.13940788,103101.737792969,1294.14499722028
6176,42,101,014000,1017,421010140001017,Block 1017,G5040, , ,S,5476,0,+39.9727241,-075.1633275,351.04843119,58948.5856323242,1152.15911804544
6177,42,101,014000,1018,421010140001018,Block 1018,G5040, , ,S,5533,0,+39.9725191,-075.1617599,353.312412,59515.5501098633,1159.30158143753
6178,42,101,013900,3001,421010139003001,Block 3001,G5040, , ,S,4775,0,+39.9729511,-075.1696146,413.80484223,45083.5006713867,1006.73339860601
6179,42,101,013500,4008,421010135004008,Block 4008,G5040, , ,S,8339,0,+39.9694829,-075.1684776,381.05212724,89746.6749267578,1250.5278484684
6180,42,101,013500,4002,421010135004002,Block 4002,G5040, , ,S,1053,0,+39.9709400,-075.1663793,156.32587357,11360.0368652344,513.430229639111
6181,42,101,014000,1021,421010140001021,Block 1021,G5040, , ,S,6489,0,+39.9719760,-075.1651122,367.19499459,69798.8782958984,1205.01522351489
6182,42,101,014000,1035,421010140001035,Block 1035,G5040, , ,S,783,0,+39.9710300,-075.1656380,137.49817923,8430.74481201172,451.758293508531
6183,42,101,013500,4001,421010135004001,Block 4001,G5040, , ,S,9188,0,+39.9705297,-075.1656050,381.86289129,98898.0567626953,1253.22326594811
6184,42,101,013300,2013,421010133002013,Block 2013,G5040, , ,S,5649,0,+39.9685288,-075.1629712,362.35107861,60789.5435180664,1189.07490138413
6185,42,101,014000,2012,421010140002012,Block 2012,G5040, , ,S,6011,0,+39.9731006,-075.1632450,360.0943672,64707.3667602539,1182.03818625235
6186,42,101,014000,1024,421010140001024,Block 1024,G5040, , ,S,3710,0,+39.9718557,-075.1606552,247.61581009,37488.3609619141,791.29603064306
6187,42,101,013300,2004,421010133002004,Block 2004,G5040, , ,S,4948,0,+39.9694493,-075.1611830,282.29057563,53250.8544311523,926.241571001818
6188,42,101,014100,1030,421010141001030,Block 1030,G5040, , ,S,11844,0,+39.9691193,-075.1536492,448.12251843,162246.475158691,1625.14546852654
6189,42,101,014100,1003,421010141001003,Block 1003,G5040, , ,S,6057,0,+39.9725304,-075.1487644,370.16542841,65275.6232910156,1215.37993605803
6190,42,101,015300,1004,421010153001004,Block 1004,G5040, , ,S,47927,0,+39.9818256,-075.1580697,957.93103702,515960.97668457,3143.96103160634
6191,42,101,014800,1004,421010148001004,Block 1004,G5040, , ,S,9858,0,+39.9808861,-075.1687936,459.14719032,106030.995422363,1506.91473522286
6192,42,101,037700,1024,421010377001024,Block 1024,G5040, , ,S,3177,0,+39.9816429,-075.1554513,235.91093917,30821.7942504883,745.850877786469
6193,42,101,037700,1018,421010377001018,Block 1018,G5040, , ,S,17542,0,+39.9820464,-075.1524976,529.80348693,193244.850341797,1758.82463128316
6194,42,101,014600,1001,421010146001001,Block 1001,G5040, , ,S,24012,0,+39.9788495,-075.1531940,624.82622151,258420.858520508,2050.50520074233
6195,42,101,037700,1002,421010377001002,Block 1002,G5040, , ,S,3307,0,+39.9851276,-075.1489926,233.48378413,35524.0467529297,765.919127467787
6196,42,101,014600,2002,421010146002002,Block 2002,G5040, , ,S,9739,0,+39.9760280,-075.1533881,466.81854674,105270.204162598,1570.13973784225
6197,42,101,014500,1006,421010145001006,Block 1006,G5040, , ,S,10747,0,+39.9783745,-075.1502764,514.80416849,115690.27923584,1689.7779554452
6198,42,101,014500,1018,421010145001018,Block 1018,G5040, , ,S,8920,0,+39.9742309,-075.1514316,423.91245957,96094.0927124023,1391.71028075944
6199,42,101,014100,1007,421010141001007,Block 1007,G5040, , ,S,13144,0,+39.9728862,-075.1515224,468.60537927,141456.931152344,1537.94733406855
6200,42,101,014500,2005,421010145002005,Block 2005,G5040, , ,S,6794,0,+39.9753699,-075.1491503,404.88062712,73126.0462646484,1328.82542060332
6201,42,101,014100,2007,421010141002007,Block 2007,G5040, , ,S,10469,0,+39.9707572,-075.1591606,436.84181405,112662.909912109,1433.62001549415
6202,42,101,013300,2000,421010133002000,Block 2000,G5040, , ,S,10078,0,+39.9696549,-075.1602661,420.57978375,108524.113769531,1380.83146110351
6203,42,101,014100,2008,421010141002008,Block 2008,G5040, , ,S,9774,0,+39.9708892,-075.1580327,400.10568253,105361.551086426,1313.50361451062
6204,42,101,014100,2003,421010141002003,Block 2003,G5040, , ,S,8657,0,+39.9722458,-075.1558446,423.47371462,93197.3297119141,1389.95369400077
6205,42,101,013900,2011,421010139002011,Block 2011,G5040, , ,S,10639,0,+39.9766225,-075.1686119,471.34275513,114576.067504883,1546.84471946368
6206,42,101,014800,1015,421010148001015,Block 1015,G5040, , ,S,6366,0,+39.9790912,-075.1667955,365.7867323,68573.0372924805,1200.71019280342
6207,42,101,013900,2032,421010139002032,Block 2032,G5040, , ,S,9060,0,+39.9753013,-075.1675664,393.97359216,97529.2319335938,1293.05430056711
6208,42,101,013900,2001,421010139002001,Block 2001,G5040, , ,S,5913,0,+39.9776929,-075.1671015,393.57164888,21742.0861206055,1130.91394110683
6209,42,101,014000,1000,421010140001000,Block 1000,G5040, , ,S,3648,0,+39.9764899,-075.1653360,243.26475419,45525.2632446289,854.406687532174
6210,42,101,014000,1005,421010140001005,Block 1005,G5040, , ,S,5655,0,+39.9752198,-075.1660137,356.72548613,60935.4517822266,1171.03535564073
6211,42,101,015200,4000,421010152004000,Block 4000,G5040, , ,S,8417,0,+39.9837344,-075.1653687,384.27362947,90542.7952880859,1260.87272973706
6212,42,101,015300,2007,421010153002007,Block 2007,G5040, , ,S,6812,0,+39.9839479,-075.1608857,372.18431672,73188.7828369141,1220.64004334471
6213,42,101,015300,4009,421010153004009,Block 4009,G5040, , ,S,11399,0,+39.9817357,-075.1633812,470.92219478,122773.83581543,1546.04482107619
6214,42,101,014700,1004,421010147001004,Block 1004,G5040, , ,S,10882,0,+39.9788562,-075.1648189,455.39159713,117179.669006348,1494.88576202723
6215,42,101,015300,4015,421010153004015,Block 4015,G5040, , ,S,11389,0,+39.9814286,-075.1610256,471.42254555,122763.754943848,1547.71366713251
6216,42,101,014000,2010,421010140002010,Block 2010,G5040, , ,S,5324,0,+39.9744689,-075.1645659,349.38199815,57377.7150268555,1147.43101604484
6217,42,101,037700,1007,421010377001007,Block 1007,G5040, , ,S,12377,0,+39.9850446,-075.1530551,499.19103171,133072.670593262,1638.56084903197
6218,42,101,015200,2020,421010152002020,Block 2020,G5040, , ,S,11846,0,+39.9854955,-075.1685396,480.14333177,127538.666809082,1576.12617625444
6219,42,101,015200,1004,421010152001004,Block 1004,G5040, , ,S,9896,0,+39.9855395,-075.1653781,418.05169417,106522.687988281,1371.8746714933
6220,42,101,014100,1020,421010141001020,Block 1020,G5040, , ,S,2157,0,+39.9702586,-075.1517567,194.99933889,23216.3282470703,640.056933915166
6221,42,101,014100,1013,421010141001013,Block 1013,G5040, , ,S,14868,0,+39.9713546,-075.1512459,529.71167105,160093.00189209,1739.13262533753
6222,42,101,014100,1019,421010141001019,Block 1019,G5040, , ,S,10975,0,+39.9694821,-075.1522760,423.25064995,112185.135070801,1349.09342774907
6223,42,101,014100,1021,421010141001021,Block 1021,G5040, , ,S,11851,0,+39.9693960,-075.1514807,608.42039138,127371.146118164,1996.73183309574
6224,42,101,014100,1011,421010141001011,Block 1011,G5040, , ,S,6988,0,+39.9712635,-075.1500391,425.5690913,74962.5000610352,1395.2885397496
6225,42,101,014100,1022,421010141001022,Block 1022,G5040, , ,S,12031,0,+39.9693063,-075.1509631,626.91753255,129621.013061523,2057.65687118187
6226,42,101,014100,1025,421010141001025,Block 1025,G5040, , ,S,23158,0,+39.9690074,-075.1488407,780.4517184,249310.153564453,2561.58076255424
6227,42,101,014000,2002,421010140002002,Block 2002,G5040, , ,S,10418,0,+39.9758379,-075.1638605,443.12304816,112055.44140625,1454.03448907734
6228,42,101,014700,1001,421010147001001,Block 1001,G5040, , ,S,10767,0,+39.9785476,-075.1624592,452.11421278,115884.832946777,1483.88988260845
6229,42,101,014700,2013,421010147002013,Block 2013,G5040, , ,S,10999,0,+39.9771336,-075.1627701,457.7491128,118450.713745117,1502.45621547351
6230,42,101,014000,2006,421010140002006,Block 2006,G5040, , ,S,4561,0,+39.9746771,-075.1625251,270.90788003,49080.8637695313,889.032471550815
6231,42,101,037700,1022,421010377001022,Block 1022,G5040, , ,S,5661,0,+39.9812928,-075.1526947,355.21483106,56464.0318603516,1145.96421160535
6232,42,101,015200,4011,421010152004011,Block 4011,G5040, , ,S,11776,0,+39.9825962,-075.1699935,475.61357903,126759.904846191,1560.89662192214
6233,42,101,015200,4004,421010152004004,Block 4004,G5040, , ,S,11585,0,+39.9839902,-075.1688681,474.16382564,124610.079833984,1555.9583863189
6234,42,101,013200,2001,421010132002001,Block 2001,G5040, , ,S,2613,0,+39.9693329,-075.1574711,213.73849184,28131.0576171875,701.571127315433
6235,42,101,013900,3010,421010139003010,Block 3010,G5040, , ,S,4812,0,+39.9714657,-075.1684572,342.39435249,51771.3424072266,1123.37239425636
6236,42,101,014000,1033,421010140001033,Block 1033,G5040, , ,S,1913,0,+39.9712815,-075.1671869,207.24939157,20573.2263183594,679.68323088969
6237,42,101,013500,4003,421010135004003,Block 4003,G5040, , ,S,5753,0,+39.9708455,-075.1670969,311.00992004,61922.6351928711,1020.8304745707
6238,42,101,037700,1012,421010377001012,Block 1012,G5040, , ,S,18614,0,+39.9838566,-075.1561177,554.36226301,200239.210998535,1818.36376429851
6239,42,101,014000,1034,421010140001034,Block 1034,G5040, , ,S,8296,0,+39.9714390,-075.1663756,366.5584413,89337.5026855469,1203.56978557786
6240,42,101,013300,2011,421010133002011,Block 2011,G5040, , ,S,6554,0,+39.9692000,-075.1639759,359.05934971,70527.2349853516,1178.23674691389
6241,42,101,014000,1028,421010140001028,Block 1028,G5040, , ,S,10335,0,+39.9714448,-075.1619841,424.5260849,111219.339660645,1393.16632075448
6242,42,101,014000,1029,421010140001029,Block 1029,G5040, , ,S,8997,0,+39.9708178,-075.1621262,404.85210867,96839.776550293,1328.58284850581
6243,42,101,014000,3009,421010140003009,Block 3009,G5040, , ,S,3739,0,+39.9729847,-075.1606149,266.00282695,40233.1994018555,872.745538371938
6244,42,101,013300,2009,421010133002009,Block 2009,G5040, , ,S,416,0,+39.9693240,-075.1633777,97.73061161,4469.06134033203,320.504044113215
6245,42,101,013900,2013,421010139002013,Block 2013,G5040, , ,S,1656,0,+39.9775120,-075.1696904,202.05485353,17834.414855957,663.267827692879
6246,42,101,013900,2008,421010139002008,Block 2008,G5040, , ,S,7988,0,+39.9778592,-075.1692612,367.55834556,86077.5037841797,1206.88856790271
6247,42,101,015200,1006,421010152001006,Block 1006,G5040, , ,S,6834,0,+39.9845602,-075.1655904,370.68797149,73537.3674926758,1216.41369187448
6248,42,101,015200,4018,421010152004018,Block 4018,G5040, , ,S,2945,0,+39.9829837,-075.1655327,221.99641149,31695.3222045898,728.658760081574
6249,42,101,015200,4017,421010152004017,Block 4017,G5040, , ,S,6024,0,+39.9823948,-075.1656626,313.23606219,64877.5534667969,1028.39931087398
6250,42,101,015300,4008,421010153004008,Block 4008,G5040, , ,S,11455,0,+39.9818363,-075.1641688,471.96329165,123125.332580566,1548.8443453234
6251,42,101,015300,2002,421010153002002,Block 2002,G5040, , ,S,9618,0,+39.9851259,-075.1622342,413.17237036,103517.686523438,1356.05363548238
6252,42,101,015300,4017,421010153004017,Block 4017,G5040, , ,S,11339,0,+39.9816287,-075.1625982,470.17656505,122215.399719238,1543.88700675845
6253,42,101,014700,2005,421010147002005,Block 2005,G5040, , ,S,11825,0,+39.9801228,-075.1629235,482.41964317,127413.20904541,1583.69324383802
6254,42,101,014700,2004,421010147002004,Block 2004,G5040, , ,S,11713,0,+39.9800162,-075.1621391,480.84073257,125781.755187988,1577.00745579791
6255,42,101,014000,2000,421010140002000,Block 2000,G5040, , ,S,10585,0,+39.9756293,-075.1622913,449.63833388,113958.277099609,1476.40243223356
6256,42,101,015200,2018,421010152002018,Block 2018,G5040, , ,S,8479,0,+39.9853212,-075.1671997,442.58449283,91174.272644043,1452.73455922149
6257,42,101,014100,1015,421010141001015,Block 1015,G5040, , ,S,3495,0,+39.9708302,-075.1521832,236.92216034,37538.4030761719,776.785820222305
6258,42,101,013300,2001,421010133002001,Block 2001,G5040, , ,S,5141,0,+39.9700608,-075.1610487,286.12081547,55346.4826660156,939.321179445712
6259,42,101,015300,1002,421010153001002,Block 1002,G5040, , ,S,10532,0,+39.9841335,-075.1580530,463.39586704,113331.670654297,1520.61998331244
6260,42,101,037700,1021,421010377001021,Block 1021,G5040, , ,S,19346,0,+39.9823621,-075.1564331,569.58880992,208260.669616699,1869.15307456775
6261,42,101,014700,2009,421010147002009,Block 2009,G5040, , ,S,10943,0,+39.9782461,-075.1601014,455.66242539,117895.790100098,1495.95110712461
6262,42,101,014700,2016,421010147002016,Block 2016,G5040, , ,S,9745,0,+39.9781499,-075.1593520,440.55505435,104916.740600586,1446.0583570431
6263,42,101,014000,3008,421010140003008,Block 3008,G5040, , ,S,3170,0,+39.9729276,-075.1601869,254.03511756,34214.0213012695,834.330801720453
6264,42,101,014600,1017,421010146001017,Block 1017,G5040, , ,S,10587,0,+39.9747588,-075.1560633,465.5576055,114061.583007813,1528.44641168991
6265,42,101,014600,3003,421010146003003,Block 3003,G5040, , ,S,9329,0,+39.9733455,-075.1556082,443.90734389,100354.874389648,1456.85859975832
6266,42,101,037700,2014,421010377002014,Block 2014,G5040, , ,S,6211,0,+39.9829269,-075.1496451,405.8200006,66939.5146484375,1332.03202944873
6267,42,101,037700,2026,421010377002026,Block 2026,G5040, , ,S,7888,0,+39.9802096,-075.1515578,429.60199979,84882.4332275391,1409.5602172005
6268,42,101,013900,3007,421010139003007,Block 3007,G5040, , ,S,4278,0,+39.9717630,-075.1683931,334.46402865,45976.1558227539,1097.12972207698
6269,42,101,014000,1012,421010140001012,Block 1012,G5040, , ,S,3889,0,+39.9727567,-075.1670600,305.12340828,41919.356262207,1001.83427679659
6270,42,101,013500,2003,421010135002003,Block 2003,G5040, , ,S,6506,0,+39.9696737,-075.1699579,353.08892509,69959.0615234375,1158.59795362037
6271,42,101,013500,4009,421010135004009,Block 4009,G5040, , ,S,9728,0,+39.9692610,-075.1677263,454.15732924,104811.766418457,1491.31237047901
