TractFIPS,Geolocation,lat,lon,walk_score,transit_score,bike_score
42101034000,"(40.07113227070, -75.0733725964)",40.07113227070, -75.0733725964,65,48,59
42101034100,"(40.07634155200, -75.0806937901)",40.07634155200, -75.0806937901,80,49,57
42101034200,"(40.08259466930, -75.0721585786)",40.08259466930, -75.0721585786,25,39,28
42101034400,"(40.09400001140, -75.0548331681)",40.09400001140, -75.0548331681,7,38,22
42101034501,"(40.07490924200, -75.0392088466)",40.07490924200, -75.0392088466,67,53,65
42101034502,"(40.08144459050, -75.0383812180)",40.08144459050, -75.0383812180,74,51,53
42101034600,"(40.07225396760, -75.0245953680)",40.07225396760, -75.0245953680,59,48,48
42101034701,"(40.06517183910, -75.0331356277)",40.06517183910, -75.0331356277,52,50,54
42101034702,"(40.05704292350, -75.0283286228)",40.05704292350, -75.0283286228,60,47,56
42101034801,"(40.05439408530, -75.0158243072)",40.05439408530, -75.0158243072,58,52,56
42101034802,"(40.06391259870, -75.0139352662)",40.06391259870, -75.0139352662,47,45,36
42101034803,"(40.06167844570, -75.0027679251)",40.06167844570, -75.0027679251,19,50,39
42101034900,"(40.04538481170, -75.0090763700)",40.04538481170, -75.0090763700,69,50,59
42101035100,"(40.04722890990, -74.9848533473)",40.04722890990, -74.9848533473,37,37,46
42101035200,"(40.05569956110, -74.9919448319)",40.05569956110, -74.9919448319,29,52,39
42101035301,"(40.06730233950, -74.9891964184)",40.06730233950, -74.9891964184,61,52,54
42101035302,"(40.07316744040, -74.9965075478)",40.07316744040, -74.9965075478,34,46,59
42101035500,"(40.09080046100, -75.0278608613)",40.09080046100, -75.0278608613,76,50,65
42101035601,"(40.09663974020, -75.0376717667)",40.09663974020, -75.0376717667,40,42,43
42101035602,"(40.10561241040, -75.0452020609)",40.10561241040, -75.0452020609,34,38,41
42101035701,"(40.10930777800, -75.0285072340)",40.10930777800, -75.0285072340,70,42,50
42101035702,"(40.11309149140, -75.0374315928)",40.11309149140, -75.0374315928,19,42,33
42101035800,"(40.12125527710, -75.0253871123)",40.12125527710, -75.0253871123,34,44,43
42101035900,"(40.11199871120, -75.0171707890)",40.11199871120, -75.0171707890,58,48,46
42101036000,"(40.10473902390, -75.0104538638)",40.10473902390, -75.0104538638,52,49,44
42101036100,"(40.09910857830, -74.9907559242)",40.09910857830, -74.9907559242,20,48,54
42101036201,"(40.08186196540, -74.9860230271)",40.08186196540, -74.9860230271,46,46,48
42101036202,"(40.08424574630, -74.9787987198)",40.08424574630, -74.9787987198,56,46,46
42101036203,"(40.07673776180, -74.9740779372)",40.07673776180, -74.9740779372,37,45,36
42101036301,"(40.08987151710, -74.9654723073)",40.08987151710, -74.9654723073,80,48,49
42101036302,"(40.09731539060, -74.9805152531)",40.09731539060, -74.9805152531,48,50,58
42101036303,"(40.10518357460, -74.9702247658)",40.10518357460, -74.9702247658,3,47,46
42101036400,"(40.11298991890, -74.9867619230)",40.11298991890, -74.9867619230,25,48,46
42101036501,"(40.12932064720, -75.0131962504)",40.12932064720, -75.0131962504,65,43,43
42101036502,"(40.12357054570, -74.9993519096)",40.12357054570, -74.9993519096,31,45,29
42101036600,"(39.94486130080, -75.1389504927)",39.94486130080, -75.1389504927,81,83,82
42101036700,"(39.96072487830, -75.1439885049)",39.96072487830, -75.1439885049,95,89,96
42101036900,"(39.94909581550, -75.1937044052)",39.94909581550, -75.1937044052,85,94,87
42101037200,"(39.91294851030, -75.1599380729)",39.91294851030, -75.1599380729,81,72,83
42101037300,"(39.90543391290, -75.1837391301)",39.90543391290, -75.1837391301,51,63,61
42101037500,"(39.98434936590, -75.2543798218)",39.98434936590, -75.2543798218,45,61,36
42101037600,"(39.95990085750, -75.1551650837)",39.95990085750, -75.1551650837,95,100,89
42101037700,"(39.98243813490, -75.1506932327)",39.98243813490, -75.1506932327,79,85,61
42101037800,"(39.97956898930, -75.0949503216)",39.97956898930, -75.0949503216,33,51,74
42101037900,"(39.99108998160, -75.0927153152)",39.99108998160, -75.0927153152,90,51,68
42101038000,"(40.00522790100, -75.0807842620)",40.00522790100, -75.0807842620,72,62,74
42101038100,"(40.01769739120, -75.0396349998)",40.01769739120, -75.0396349998,31,35,46
42101038200,"(39.99745810900, -75.0974658211)",39.99745810900, -75.0974658211,88,61,65
42101038300,"(40.01086314620, -75.1248985484)",40.01086314620, -75.1248985484,47,55,42
42101038400,"(40.07141662110, -75.2332568528)",40.07141662110, -75.2332568528,35,35,32
42101038500,"(40.07590534380, -75.2136899940)",40.07590534380, -75.2136899940,71,51,58
42101038600,"(40.05805199480, -75.2102737755)",40.05805199480, -75.2102737755,28,32,23
42101038700,"(40.08329712590, -75.2143439224)",40.08329712590, -75.2143439224,51,49,17
42101038800,"(40.05773067780, -75.1967866797)",40.05773067780, -75.1967866797,75,48,41
42101038900,"(40.05434313720, -75.1682763546)",40.05434313720, -75.1682763546,64,55,45
42101039000,"(40.03573024550, -75.0938838844)",40.03573024550, -75.0938838844,57,59,57
42101980000,"(39.98504729620, -75.2002069117)",39.98504729620, -75.2002069117,12,44,60
42101980100,"(40.04704935510, -75.2119391455)",40.04704935510, -75.2119391455,9,39,30
42101980200,"(40.06981173210, -75.0490217180)",40.06981173210, -75.0490217180,65,52,64
42101989100,"(40.03434797910, -75.0057811117)",40.03434797910, -75.0057811117,1,40,41
